Kicking off the free speech debate	BA reports strong rise in profits	US games giant Electronic Arts (EA) is to close one of its development sites in the UK as it looks to trim costs.  About 350 jobs will go across the firm worldwide, including the closure of its offices at Chertsey in Surrey.  EA saw a loss of $195m (93.6m) in the three months to the end of September against a $22m profit a year ago, which it said was down to accounting changes.  The firm has been criticised for not investing enough in games for the highly successful Nintendo Wii.  EA's chief financial officer, Warren Jenson, said the company would have seven titles for the Wii in time for Christmas plus five titles for the handheld Nintendo DS system.  We were late to the Wii, but this year, we plan to launch ten to 15 games for the Wii and DS, Mr Jenson said.  Games already released by EA this year include its best-seller, Madden NFL 08, and MySims - part of the successful Sims franchise.  EA, the world's biggest independent games publisher, said that the closure of the Chertsey site would save it between $25m and $30m a year.  Last month it revealed it was to buy two video game studios - Bioware and Pandemic - for $855m in a deal adding role-playing and action titles to its portfolio.
Man in court over schoolgirl gun	The game of love	A project that harnesses the spare processing power of Sony's PlayStation 3 (PS3) to help understand the cause of diseases has entered the record books.  Guinness World Records has recognised folding@home (FAH) as the world's most powerful distributed computing network.  FAH has signed up nearly 700,000 PS3s to examine how the shape of proteins affect diseases such as Alzheimer's.  The network has more than one petaflop of computing power - the equivalent of 1,000 trillion calculations per second.  To have folding@home recognized by Guinness World Records as the most powerful distributed computing network ever is a reflection of the extraordinary worldwide participation by gamers and consumers around the world and for that we are very grateful, said Professor Vijay Pande of Stanford University and a leader of the FAH project.  Disease link  Distributed computing is a method for solving large complex problems by dividing them between many computers.  CELL SPECS  256 billion calculations per second  2.5MB of on-chip memory  Able to shuttle data to and from off-chip memory at speeds up to 100 gigabytes per second,  234 million transistors  The Cell's hard sell  They harness the idle processing power of computers to crunch small packets of data, which are then fed back over the internet to a central computer.  The technique has been used by several groups to study everything from how malaria spreads to searching for new cancer drugs.  One of the most high profile projects is seti@home, which uses computer cycles to search through thousands of hours of radio telescope signals for signs of extra-terrestrial intelligence.  FAH uses distributed computing to examine protein folding and how it maybe linked to diseases.  Proteins that do not fold correctly have been implicated in diseases such as Alzheimer's, Huntingdon's, BSE and many cancers.  Speed test  Until March this year, FAH only ran on PCs.  The program had around 200,000 computers participating in the program, the equivalent of about 250 teraflops (trillion calculations per second).  The addition of 670,000 PS3s has taken the computing power of the network to more than one petaflop.  By comparison BlueGene L, which tops the list of most powerful supercomputers, has a top speed of just 280.6 teraflops.  The boost is in part because of the PS3's powerful processor, known as the cell, which runs up to 10 times faster than current PC chips.  It is clear that none of this would be even remotely possible without the power of PS3, it has increased our research capabilities by leaps and bounds, said Prof Pande.
Second man held over terror raid	High Street 'feeling the pinch'	The number of people being declared insolvent in England and Wales fell again in the third quarter of the year.  The number of individual insolvencies dropped by 3% to 26,072 from the previous three months and was 5% down on last year.  Bankruptcies fell by 2.1% to 15,833, while Individual Voluntary Arrangements (IVAs) went down by 4.3% to 10,239  The number of home repossession orders made by courts in England and Wales also fell by 1% in the third quarter.  In the past three months the total dropped to 23,806.  Consumer borrowing  This is the third quarter in a row that the number of people going bust has fallen, and the first time in five years that there has been a year-on-year decrease.  Pat Boyden of accountants PricewaterhouseCoopers said this drop reflected the fact that borrowing on credit cards has been tailing off.  There has been a fall for the last couple of years, so the insolvency figures have levelled off, he said.  Although bankruptcy levels are still 2.2% higher than a year ago, IVAs are now running 14% lower than at the same stage in 2006.  Lee Manning, an insolvency expert at accountancy firm Deloitte, said that was because firms which specialise in setting up IVAs were having to become more circumspect.  There has been considerable pressure on IVA specialists to be more fussy about the cases they take on, he said.  There have been examples of proposed IVAs that were inappropriate and for which the fees were too high.  Repossessions  Despite the fall in the number of repossession orders that lenders have gained in the courts - the first stage in the repossession process - there have been warnings this week that actual repossessions will rise by about 50% next year.  The Council of Mortgage Lenders predicted that repossessions could rise to 45,000 by the end of 2008, with the number of mortgages more than three months in arrears also going up, by 17% to 170,000.  It said this would be due to homeowners finding it impossible to keep up with rising mortgage payments.  Mark Sands, from accountancy firm KPMG, said this in turn would drive up the personal insolvency figures.  They are both driven by the same factors; the ability to refinance and the pressures on household budgets, he said.  We expect long term that they will go up hand-in-hand with repossessions next year.  Have you been affected by the issues covered in this story? Send us your comments and experiences using the form below.  Name  Your E-mail address  Town &amp; Country  Phone number (optional):  Comments  The BBC may edit your comments and not all emails will be published. Your comments may be published on any BBC media worldwide. Terms & Conditions
MySpace casts unknown film stars	December shoot for X Files sequel	Former Prison Break actor Lane Garrison has been sentenced to three years and four months in prison for a drunken car crash which killed a teenager.  Garrison, 27, pleaded guilty in May to vehicular manslaughter, drink driving and providing alcohol to a minor.  The actor was driving his Land Rover in California last December when it left the road and struck a tree. One of his three passengers later died.  Garrison played Tweener in the Fox TV series, shown on Five in the UK.  'Messenger'  Speaking before the sentencing, he said he was sick of his conduct on the night of the crash and felt genuine remorse.  Garrison was found to be two times over California's limit for alcohol in the blood after the accident on 2 December 2006.  The crash killed Vahagn Setian, 17, and injured two 15-year-old girls who were also in the car.  Superior Court Judge Elden S Fox said the public had a right to know that conduct such as this, causing devastation such as this would be punished.  In this case, you have to be the messenger, he told the actor, who was also ordered to pay around $300,000 (144,000) in compensation to the victims and their families.
Tamil rebels vow to strike back	Lavigne takes MTV awards double	A project that harnesses the spare processing power of Sony's PlayStation 3 (PS3) to help understand the cause of diseases has entered the record books.  Guinness World Records has recognised folding@home (FAH) as the world's most powerful distributed computing network.  FAH has signed up nearly 700,000 PS3s to examine how the shape of proteins affect diseases such as Alzheimer's.  The network has more than one petaflop of computing power - the equivalent of 1,000 trillion calculations per second.  To have folding@home recognized by Guinness World Records as the most powerful distributed computing network ever is a reflection of the extraordinary worldwide participation by gamers and consumers around the world and for that we are very grateful, said Professor Vijay Pande of Stanford University and a leader of the FAH project.  Disease link  Distributed computing is a method for solving large complex problems by dividing them between many computers.  CELL SPECS  256 billion calculations per second  2.5MB of on-chip memory  Able to shuttle data to and from off-chip memory at speeds up to 100 gigabytes per second,  234 million transistors  The Cell's hard sell  They harness the idle processing power of computers to crunch small packets of data, which are then fed back over the internet to a central computer.  The technique has been used by several groups to study everything from how malaria spreads to searching for new cancer drugs.  One of the most high profile projects is seti@home, which uses computer cycles to search through thousands of hours of radio telescope signals for signs of extra-terrestrial intelligence.  FAH uses distributed computing to examine protein folding and how it maybe linked to diseases.  Proteins that do not fold correctly have been implicated in diseases such as Alzheimer's, Huntingdon's, BSE and many cancers.  Speed test  Until March this year, FAH only ran on PCs.  The program had around 200,000 computers participating in the program, the equivalent of about 250 teraflops (trillion calculations per second).  The addition of 670,000 PS3s has taken the computing power of the network to more than one petaflop.  By comparison BlueGene L, which tops the list of most powerful supercomputers, has a top speed of just 280.6 teraflops.  The boost is in part because of the PS3's powerful processor, known as the cell, which runs up to 10 times faster than current PC chips.  It is clear that none of this would be even remotely possible without the power of PS3, it has increased our research capabilities by leaps and bounds, said Prof Pande.
Barclays shares hit 30-month low	Ramones manager is found dead	
Lavigne takes MTV awards double	Officer 'failed' over fall death	Some of the Europeans implicated in an alleged attempt to kidnap children from Chad have appeared before a magistrate in the capital, N'Djamena.  Eight of the 17 accused Europeans and three Chadians were questioned in connection with an alleged attempt to fly 103 children out of Chad.  Six of the accused are members of a charity, Zoe's Ark, which claimed the children were Sudanese orphans.  But aid agencies and the French foreign ministry questioned the claim.  The purpose of Saturday's hearing was not explained.  On Friday, 16 Europeans and four Chadians had been flown to N'Djamena from Abeche.  They joined the 17th European, a Belgian pilot who was already being held in a N'Djamena prison.  Questionable claims  The group was detained last week in Abeche as they tried to take to France 103 children they claimed were orphans from Sudan's Darfur region.  However, UN aid agencies and the International Red Cross have said 91 of them came from a home with at least one adult considered a parent figure.  Six workers for Zoe's Ark, the French charity behind the flight, were charged with kidnapping on Tuesday and three French journalists and seven Spanish air crew were charged as accomplices.  If they are found guilty, the main accused could face between five and 20 years in prison with hard labour.  On Thursday Chadian President Idriss Deby said he hoped the three journalists and the Spanish flight crew members could be released soon.
Bernard Matthews boss quits firm	Saints issue warning over finance	Waxworks of A-list stars Brad Pitt and George Clooney have undergone emergency repairs after being mobbed by over-amorous fans in London.  Madame Tussauds was forced to withdraw the models just a day after the Ocean's Thirteen attraction opened on Thursday.  Clooney's cheeks had to be retouched when fans left a trail of lipstick marks and Pitt's squeezable bottom was fixed after enduring too many pinches.  The wax figures were back on show on Saturday morning.  A spokesman for Madame Tussauds said while this had happened before, when Johnny Depp appeared as Captain Jack Sparrow in the Pirates of the Caribbean experience, it was quite unusual.  They have been mobbing the whole set, kissing and touching them for a photo, but this is what it is all about so we are not going to stop them doing this, although we will keep an eye on things.  A decision was taken to take the wax figures out of the attraction on Friday morning to allow the studio team to carry out essential maintenance.
Woman's body found on beach	Kicking off the free speech debate	The new owner of the music group EMI has said some of its artists are not working hard enough and its labels will become more picky in future.  EMI was bought by Guy Hands' Terra Firma private equity house in August for 2.4bn.  In an internal memo obtained by the Financial Times, Mr Hands set out his plans for the future of EMI.  Some [artists] unfortunately simply focus on negotiating for the maximum advance, he said.  Unlike the investment banking world that Mr Hands is more used to in which bonuses are linked to performance, advances are paid to artists regardless of the success of their albums - advances which are often never repaid, the memo bemoaned.  Mr Hands said that eventually it would be open to us to choose which artists we wish to work with and promote.  No specific artists were named in the memo and it added that many spend huge amounts of time working with their label to promote, perfect and endorse their music.  Mr Hands also plans to find better ways to reward executives and encourage them to work together.  He blamed the current situation on a compensation and management system put in place over the last 20 years which does not encourage the right behaviours or reward the right actions.  One of the low points for EMI came in 2001 when it paid 19m to get out of a contract with Mariah Carey, one album into a five album deal.  Ms Carey went on to have one of the top-selling albums of 2005 with EMI's rival, Universal.
Your News	Two arrested in FSA investigation	Iraqi PM Nouri Maliki says Baghdad is ready to pursue and arrest the Kurdish rebel leaders carrying out cross-border raids into Turkey from northern Iraq.  Mr Maliki also said his government would not rule out taking joint action with Ankara against the PKK fighters.  The pledge was made at international talks in the Turkish city of Istanbul on the issue of Iraq's security.  Iraq's six neighbours gathered with diplomats from the UN, G8 and international Arab and Islamic groups.  Attending the one-day conference in Istanbul, Mr Maliki said his country should not be used as a base for attacks against neighbours.  We will co-operate with our neighbours in defeating this threat, he said.  After the talks, Mr Maliki's office said in a statement to Reuters news agency: The prime minister renewed the willingness of the Iraqi government to take steps to isolate the terrorist PKK, prevent any help reaching its members, chase and arrest them, and put them in front of the Iraqi judiciary because of their terrorist activities.  Mr Maliki's spokesman said Baghdad did not rule out joint military action with Ankara, although Iraqi Foreign Minister Hoshyar Zebari stressed such a measure was not imminent.  'Clearly unacceptable'  But analysts say Baghdad has little influence over the semi-autonomous Kurdish regions in the north, and the success of its pledges will depend on the co-operation of Kurdish authorities.  Turkey has massed up to 100,000 troops on its southern border for a possible offensive to eliminate Kurdish rebel bases in Iraq.  Meanwhile, authorities in Iraq have closed an office in Irbil of the Kurdistan Democratic Solution, a political party which Turkey says is a front for the Kurdish rebels.  The party secretary, Fayaq Gulpi, said: The security forces in Irbil entered our office, expelled all our party members and our sympathisers then closed the office.  Irbil is the seat of government for Iraq's Kurdish region, and lies 350km (217 miles) north of Baghdad.  At the Istanbul talks, UN Secretary General Ban Ki-moon said attacks launched on Turkish forces from Iraq were clearly unacceptable.  The governments of Iraq and Turkey must work hard to address this challenge and I am confident that a mutually acceptable solution can be found, he said.  Threats  Turkish Prime Minister Recep Tayyip Erdogan told the meeting: Our objective is to have an Iraq that has stability and safety and that does not create threats for its neighbours.  BBC world affairs correspondent Nick Childs says the Iraqi authorities had wanted the talks to focus on broader questions of security and stability in Iraq, and how the outside world could help.  An earlier round of talks on the same topic was held in Egypt in May, when an agreement in principle was reached to forgive Iraq some $30bn (14.4bn) in debts.  Turkey is pressing Washington to do more to stem PKK activity from Iraq, where the organisation is thought to have about 3,000 rebels based.  On the sidelines of the Istanbul meeting, Turkish Foreign Minister Ali Babacan was expected to hold talks with US Secretary of State Condoleezza Rice.  Turkish Prime Minister Tayyip Erdogan is meeting President George W Bush in Washington on Monday.
Council 'toughest' over parking	US TV show pulled after race row	Madeleine McCann's mother has appealed for new information about her daughter's whereabouts to mark six months since her disappearance.  Kate McCann said she retained hope that we can be reunited.  She and her husband, Gerry, will mark the day later at an ecumenical prayer service at the Church of St Mary and St John in their Leicestershire home town.  Madeleine, of Rothley, vanished from a holiday apartment in Portugal on 3 May, days before her fourth birthday.  The McCanns, both 39, remain suspects with arguido status in the case, but deny any involvement.  Family spokesman Clarence Mitchell confirmed a Spanish private detective hired by the family, Francisco Marco, had vowed to find Madeleine as quickly as possible.  But he would not confirm newspaper reports that the detective was following up a possible sighting of Madeleine in Morocco.  'Pass it on'  Mr McCann returned to his job as a consultant cardiologist at Leicester's Glenfield Hospital on Thursday, after being on unpaid leave since Madeleine went missing.  He will initially work three half-days a week, and will have no direct contact with patients.  Kate McCann works as a part-time GP in Melton Mowbray but as yet has no plans to return to work.  In a statement to mark the sixth month since their daughter's disappearance, she said: There is no doubt that the best place for her to be is with her family.  We know somebody somewhere can make this happen. That person has the ability and power to bring about so much joy as well as bring peace to themselves.  She urged anyone with information regarding the child's whereabouts to pass it on.  The McCanns also released a new picture of Madeleine, taken a week before her family holiday in the Portuguese resort of Praia da Luz.
Jail term for Prison Break actor	Second arrest over fatal stabbing	Waxworks of A-list stars Brad Pitt and George Clooney have undergone emergency repairs after being mobbed by over-amorous fans in London.  Madame Tussauds was forced to withdraw the models just a day after the Ocean's Thirteen attraction opened on Thursday.  Clooney's cheeks had to be retouched when fans left a trail of lipstick marks and Pitt's squeezable bottom was fixed after enduring too many pinches.  The wax figures were back on show on Saturday morning.  A spokesman for Madame Tussauds said while this had happened before, when Johnny Depp appeared as Captain Jack Sparrow in the Pirates of the Caribbean experience, it was quite unusual.  They have been mobbing the whole set, kissing and touching them for a photo, but this is what it is all about so we are not going to stop them doing this, although we will keep an eye on things.  A decision was taken to take the wax figures out of the attraction on Friday morning to allow the studio team to carry out essential maintenance.
Man versus machine	EMI 'artists need to work harder'	A pizza shop supervisor who was sacked and replaced by cheaper migrant workers has won a claim for unfair dismissal against his former boss.  Kevin Lewis, 26, from Tranmere in Wirral, worked at Domino's on London Road in Liverpool.  Mr Lewis was sacked when he refused a transfer to a branch in Chester because he could not afford the travel costs.  He was replaced by Polish immigrants who were paid the minimum wage and had accommodation deducted by their boss.  Compensation awaited  An employment tribunal in Liverpool heard three Poles and one Iranian were hired to work at the shop in the city, in September 2006 and paid 5.35 an hour.  Mr Lewis, who was paid 6 an hour, was offered a transfer to another branch, but refused and was later sacked.  Mr Lewis, who is now a youth worker, will hear how much compensation he is to receive next month.  He said his is a victory for British workers.  This is just one case - there could be thousands, he said. I was just treated like I was dispensable.  AKS Partners Ltd, which runs the store, was unavailable for comment.
Mass exodus from Mexico flooding	When work becomes a game	An unexploded World War II mine dredged up off the Kent coast at Margate by a fishing trawler has been blown up.  Dover coastguard said the bomb, which was temporarily mislaid and later found, was made safe in a controlled explosion on Saturday afternoon.  The 15,000lb bomb was dragged up by the Millenia on Wednesday.  Royal Navy divers had to search the sea with sonar equipment after attempts to detonate the mine on Thursday were unsuccessful and it was lost.  The German parachute mine had been placed in a large net, but after the failed attempt it fell out of a hole made by the blast.  A spokesman for Dover Coastguard said all shipping was kept away from the area until the detonation took place.  The process involved a controlled explosion on the sea bed.  Three weeks earlier the same fishing boat caught a similar device, which was made safe in an explosion which was felt ashore and registered with the British Geological Survey (BGS) in Edinburgh.
Fresh fall in insolvency numbers	Virgin dispute hits BSkyB profits	Councillors in Cornwall have begun to prepare for turning the county's local councils into a unitary authority.  Some of the districts had waged a campaign against the single status plan, claiming it would not benefit the taxpayers.  But Cornwall County Council said becoming a unitary authority would eventually save taxpayers 17m a year.  Councillor Graham Facks-Martin said the meeting of the 24 representatives had been constructive.  The councillors represented the county council and six district councils.  Jobs concern  The district councils have waged a campaign against the creation of the controversial single authority - some making claims of it being too centralised and undemocratic.  A unitary authority will be responsible for roads and education, as well as leisure, environmental health and housing.  If unitary status is approved there will be a reduction in the number of councillors.  The public service union Unison has raised concerns about the effect the change could have on jobs.  Subject to legislation the new authority could be up and running in 2009.
Man, 93, dies after car park row	Bernard Matthews boss quits firm	The Queen has visited Pinewood Studios, where she had a sneak preview of the new James Bond set.  She also met with actors on the set of TV comedy My Family and watched a live feature film stunt involving a high speed boat chase.  Accompanied by the Duke of Edinburgh, the Queen also opened a new gateway at the studio in Buckinghamshire.  The James Bond set is being kept under wraps while the film, due out next November, is in pre-production.
Memorial for plane crash victims	Tin mine aims to re-open in 2009	Led Zeppelin's eagerly-awaited reunion concert in London has been postponed for two weeks because guitarist Jimmy Page has fractured a finger.  Originally scheduled for 26 November, the tribute concert in honour of late Atlantic Records founder Ahmet Ertegun will now take place on 10 December.  Page said he was disappointed by the postponement but that it would enable my injury to properly heal.  All tickets for the original show will be valid for the re-arranged date.  Ticket holders who are unable to attend the rescheduled concert have until 1200 GMT on 14 November to apply for a full refund.  The postponement will... permit us to perform at the level that both the band and our fans have always been accustomed to  Jimmy Page  Page was injured last weekend and has been told he cannot play guitar for three weeks.  A spokesman said the band had not revealed which finger was affected or how the fracture occurred.  In a statement put out by the band, a specialist is quoted as saying that, with proper rest and treatment, he will be ready to resume rehearsing around 23 November.  Led Zeppelin have always set very high standards for ourselves, continued Page.  He said the delay would permit the reformed group to perform at the level that both the band and our fans have always been accustomed to.  Led Zeppelin's last full concert was in Berlin in July 1980  Page, singer Robert Plant and bassist John Paul Jones have not played together since 1988.  Pete Townshend, Bill Wyman, Paolo Nutini and Foreigner will also perform at the one-off concert at London's O2 arena.  More than a million fans applied for the 20,000 tickets available, which cost 125 each and were allocated by ballot.  Profits from the show will go towards scholarships in Ertegun's name in UK, the USA and Turkey, the country of his birth.  Page's accident will not prevent him from attending an awards ceremony in London on Monday, when he will be honoured as a living legend at the Classic Rock Roll of Honour.
Woman's body found on beach	Bernard Matthews boss quits firm	Heather Mills has criticised her estranged husband Sir Paul McCartney in a US TV interview - a day after she hit out at the media on British TV.  Mills said she promised Sir Paul she would walk away with nothing in a very gentle and quick divorce if he took the blame for their split.  In an interview on US show Today, she claimed he agreed to take responsibility but did nothing.  Sir Paul's spokeswoman declined to comment.  The couple, who married in 2002, are in the middle of divorce negotiations.  They have a four-year-old daughter, Beatrice.  All I can say is when we first split, I said to Paul: 'I'm going to be crucified. You know why we split. You know the truth. They don't need to know the details, but you need to stand up and say [you are] responsible for the breakdown of this marriage,' Mills told the NBC programme.  The couple's separation has been very high profile  She said Sir Paul was a broken man when she met him and that he was unable to perform on stage.  I was a huge support for Paul. I put all my own work except my charity on hold for the seven-and-a-half years we were together, she added.  The interview followed Mills' emotional outburst on UK breakfast programme GMTV earlier this week, in which she accused the tabloid press of pushing her to the edge.  She said she had received death threats and been close to suicide.  British newspapers were largely unsympathetic, with one tabloid describing her as self-pitying.  Government minister David Lammy told BBC One's Question Time he had found it disturbing to watch the Mills interview.  I did feel actually quite sorry for her. I do think she is a woman very much on the edge, he said.  It was definitely the wrong thing to do  Phil Hall, Heather Mills' former spokesman  It was actually quite disturbing to watch and I hope that perhaps she seeks the right support because it's not nice to see someone who clearly is losing themselves to the media frenzy surrounding them and, in the end, a marriage that is breaking down.  And she does have a child, so I do feel for her in that sense, he added.  Meanwhile, Mills' press spokesman has resigned following her GMTV interview because he felt her public outburst was a mistake.  It was definitely the wrong thing to do, said Phil Hall, who was hired by Mills in 2006 after her marriage split.  I'm very sad about it. We've been through a lot during the last two years and it's a shame, he told the Reuters news agency.  Mr Hall said he had advised Mills to not respond to bad press coverage.  My view is that you need good relations with the media to turn the negative into the positive and I advise always to ignore the stuff thrown at you, said the former editor of tabloid newspaper The News of the World.
Talks fail to end Hollywood row	Mass exodus from Mexico flooding	
Strike set to silence talk shows	Second arrest over fatal stabbing	Led Zeppelin's eagerly-awaited reunion concert in London has been postponed for two weeks because guitarist Jimmy Page has fractured a finger.  Originally scheduled for 26 November, the tribute concert in honour of late Atlantic Records founder Ahmet Ertegun will now take place on 10 December.  Page said he was disappointed by the postponement but that it would enable my injury to properly heal.  All tickets for the original show will be valid for the re-arranged date.  Ticket holders who are unable to attend the rescheduled concert have until 1200 GMT on 14 November to apply for a full refund.  The postponement will... permit us to perform at the level that both the band and our fans have always been accustomed to  Jimmy Page  Page was injured last weekend and has been told he cannot play guitar for three weeks.  A spokesman said the band had not revealed which finger was affected or how the fracture occurred.  In a statement put out by the band, a specialist is quoted as saying that, with proper rest and treatment, he will be ready to resume rehearsing around 23 November.  Led Zeppelin have always set very high standards for ourselves, continued Page.  He said the delay would permit the reformed group to perform at the level that both the band and our fans have always been accustomed to.  Led Zeppelin's last full concert was in Berlin in July 1980  Page, singer Robert Plant and bassist John Paul Jones have not played together since 1988.  Pete Townshend, Bill Wyman, Paolo Nutini and Foreigner will also perform at the one-off concert at London's O2 arena.  More than a million fans applied for the 20,000 tickets available, which cost 125 each and were allocated by ballot.  Profits from the show will go towards scholarships in Ertegun's name in UK, the USA and Turkey, the country of his birth.  Page's accident will not prevent him from attending an awards ceremony in London on Monday, when he will be honoured as a living legend at the Classic Rock Roll of Honour.
MySpace in Google software deal	Lower margins hit Exxon profits	Many stallholders at Bath's Farmers' Market say they are unhappy about plans for expansion.  The local eco-group Envolve has taken over the market and said it wants to attract more traders and a greater variety of products.  But those who currently work on the market say they are worried that the character of the event will be ruined.  There are also fears that they may lose control and be saddled with significant rises in rent.  The market has strict criteria for locally produced goods.  Traders are meeting with bosses next Saturday.
MySpace in Google software deal	Share and share alike	A sacked London park worker has been awarded record compensation of 550,000 because he was the victim of disability discrimination.  The man, who suffers learning difficulties, was unfairly sacked from his job by Lambeth Serviceteam, an employment tribunal in Croydon found.  His compensation comprises loss of earnings until retirement.  He was one of 24 members of the GMB union who had claimed they had been unfairly dismissed.  He was 34 years old when he lost his job.  'Shoddy treatment'  The claimants were all gardeners and had tended parks throughout the London Borough of Lambeth, including Clapham Common.  In total the group was awarded compensation of 1.3m.  Richard Ascough, GMB regional secretary, said he was delighted with the ruling, as his members had been very shoddily treated by the employer after many years of loyal service.  The hearing was told that the employer had used a system for selecting personnel for redundancy which was weighted against disabled workers as it focused on the numbers of days of absence, and whether staff drove a car or not.  A spokesman for the GMB union said the scale of the awards was so large, it was now considering whether to re-open other recent cases involving claims of disability discrimination.  Lambeth Serviceteam has since been bought by Veolia Environment Services Lambeth.
EMI 'artists need to work harder'	Memorial for plane crash victims	Two youths have been arrested after a powerful firework smashed through the bedroom window of a house on Tyneside, narrowly missing a sleeping baby.  The modified rocket, which had a large banger forced into its top, started a small fire at the house in Redewood Close, in Slatyford, Newcastle.  The nine-month-old was showered with glass in her cot, as the missile shattered the double-glazed window.  She was snatched to safety as the room filled with smoke.  Her parents said they believed only the night blind prevented her from sustaining serious injuries.  A spokesperson from the Tyne and Wear Fire and Rescue Service said that combining fireworks to increase their power was a potentially lethal thing to do.
PS3 network enters record books	China raises fuel prices by 10%	Delayed discharges from hospitals - so-called bed-blocking - rose sharply last year, according to figures released in Parliament.  In total, more than a million bed days were lost, with an increase of almost 30% in acute hospitals.  In previous years, incentives for the best-performing hospitals had led to substantial drops across the NHS.  The Patients Association described the figures as avoidable, unacceptable and extremely worrying.  No-one wants to stay in hospital longer than they have to but it is sadly the case that older patients often have nowhere else to go  Gordon LishmanAge Concern  Delayed discharges do not mean that hospitals are taking too long to get patients ready to leave, but are often due to delays in arranging the necessary level of care for patients who are often still heavily dependent following serious illness or major surgery.  In 2005/06, a total of 756,581 bed-days were lost due to delayed discharge in acute hospitals - each bed day meaning a single day in which a bed was unavailable for a new patient because its previous occupant was staying too long.  Last year, this rose to 963,776, an increase of almost 30%.  When delayed discharges from community hospitals - which submitted figures for the first full year in 2006/07 - are added to the total, there were more than a million.  The statistics were released in response to a Parliamentary question by the Liberal Democrats.  They said that the problem was costing the NHS 100 million a year.  Health spokesman Norman Lamb MP said: It's a crazy situation. It's down to a failure to integrate effectively health and social care.  In areas where this remains a problem we expect NHS Trusts working with local authorities to address this issue as a matter of priority  Ivan Lewis MPCare Services Minister  However, the NHS Confederation said it was hard to pin down a single reason for the sharp rises.  Jo Webber, its Deputy Policy Director, said: No one should have to stay in hospital any longer than is necessary.  There may be many different reasons for the increase in the figures; for example, local circumstances such as the supply of care home beds.  Such difficulties will be of concern to both health and social care partners in an area.  She said that the joint working needed between local authorities and hospitals to ensure smooth discharges was a difficult balancing act.  Back to hospital  The vice-chairman of the Patients Association, Michael Summers, said the figures were alarming.  These delays are really avoidable, they're really unacceptable and unfortunately it's happening to a lot of people, he said.  Last year there was an increase in bed blocking by something like 30% and involving almost 50% of NHS trusts, so it's not isolated by any means. It's extremely worrying.  Gordon Lishman, the Director General of Age Concern, said that the figures suggested delayed discharge remained a major problem.  No one wants to stay in hospital longer than they have to but it is sadly the case that older patients often have nowhere else to go, he said.  The NHS and social services have failed to invest adequately in appropriate community services and support, which is leaving it unsafe to discharge some older people from hospital.  He said that the same deficiencies were leading to large numbers of patients having to be re-admitted to hospital because the right support was not in place to help them cope at home.  The Local Government Association said it was unfair to blame local authorities for any increase in delayed discharges.  A spokesman said: These figures clearly demonstrate that health and social care are two sides of the same coin; where you underfund one, you overstretch the other.  Support for services such as social care through the government grant has increased by just 14% in real terms since 1997.  This is in stark contrast to the NHS, which has seen a 90% rise over the same period.  Care Services Minister Ivan Lewis said that over the past six years, there had been a 71% drop in the number of patients having their discharge delayed.  By March 2007, on an average day, just over 2,000 patients had their discharge delayed compared to over 7,000 in September 2001.  In areas where this remains a problem we expect NHS Trusts working with local authorities to address this issue as a matter of priority.
